Item Code,Item Group,Default Unit of Measure,Item Name,HSN/SAC,Alloy,Finish Type,Color Type,Valuation Rate,Disabled,Profile,Standard or NonStandard
MANUAL SWEEPER MACHINE WITH DUAL BRUSH,General,Nos,MANUAL SWEEPER MACHINE WITH DUAL BRUSH,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
WATER COOLER,General,Nos,WATER COOLER,76041031,NA,NA,NA,100,0,0,Non-Standard
RIGHT ANGLE,General,Nos,RIGHT ANGLE,76041031,NA,NA,NA,100,0,0,Non-Standard
CEILLING MATERIAL,General,Nos,CEILLING MATERIAL,76041031,NA,NA,NA,100,0,0,Non-Standard
X RAY TESTING,General,Nos,X RAY TESTING,76041031,NA,NA,NA,100,0,0,Non-Standard
GLASS,General,Square Foot,GLASS,76041031,NA,NA,NA,100,0,0,Non-Standard
PAINT YELLOW,General,LTR,PAINT YELLOW,76041031,NA,NA,NA,100,0,0,Non-Standard
WATER FLOW SENSOR,General,Nos,WATER FLOW SENSOR,76041031,NA,NA,NA,100,0,0,Non-Standard
HEAVY DUTY NYLON RUBBER WHEEL WITH FORGING BRACKET WITH BALL BEARING 8,General,Nos,HEAVY DUTY NYLON RUBBER WHEEL WITH FORGING BRACKET WITH BALL BEARING 8,76041031,NA,NA,NA,100,0,0,Non-Standard
FLOOR CARPET,General,Square Foot,FLOOR CARPET,76041031,NA,NA,NA,100,0,0,Non-Standard
PH PAPER,General,Nos,PH PAPER,76041031,NA,NA,NA,100,0,0,Non-Standard
PAINT,General,LTR,PAINT,76041031,NA,NA,NA,100,0,0,Non-Standard
SPEAKER AND MIKE,General,Nos,SPEAKER AND MIKE,76041031,NA,NA,NA,100,0,0,Non-Standard
NSD BADGE,General,Nos,NSD BADGE,76041031,NA,NA,NA,100,0,0,Non-Standard
SAFETY DAY BANNERS,General,Nos,SAFETY DAY BANNERS,76041031,NA,NA,NA,100,0,0,Non-Standard
VIP CANTEEN MATERIAL,General,Nos,VIP CANTEEN MATERIAL,76041031,NA,NA,NA,100,0,0,Non-Standard
T-SHIRT,General,Nos,T-SHIRT,76041031,NA,NA,NA,100,0,0,Non-Standard
JEANS,General,Nos,JEANS,76041031,NA,NA,NA,100,0,0,Non-Standard
FORMAL SHIRT,General,Nos,FORMAL SHIRT,76041031,NA,NA,NA,100,0,0,Non-Standard
FORMAL TROUSER,General,Nos,FORMAL TROUSER,76041031,NA,NA,NA,100,0,0,Non-Standard
IGBT MODULE,General,Nos,IGBT MODULE,76041031,NA,NA,NA,100,0,0,Non-Standard
PWM & DRIVE BOARD,General,Nos,PWM & DRIVE BOARD,76041031,NA,NA,NA,100,0,0,Non-Standard
228687 KIT- PMX65/85/105/125 VALVE SUB ASSEMBLY,General,Nos,228687 KIT- PMX65/85/105/125 VALVE SUB ASSEMBLY,76041031,NA,NA,NA,100,0,0,Non-Standard
METAL WATCH 85,General,Nos,METAL WATCH 85,76041031,NA,NA,NA,100,0,0,Non-Standard
HTC TRIMMER,General,Nos,HTC TRIMMER,76041031,NA,NA,NA,100,0,0,Non-Standard
WALL CLOCK 265,General,Nos,WALL CLOCK 265,76041031,NA,NA,NA,100,0,0,Non-Standard
PERFUME,General,Nos,PERFUME,76041031,NA,NA,NA,100,0,0,Non-Standard
PERSONAL SCALE BGS 1219 - WATER BOTTLE HOT/COLD,General,Nos,PERSONAL SCALE BGS 1219 - WATER BOTTLE HOT/COLD,76041031,NA,NA,NA,100,0,0,Non-Standard
RFID UHF CONTAINER SEAL TAG,General,Nos,RFID UHF CONTAINER SEAL TAG,76041031,NA,NA,NA,100,0,0,Non-Standard
WINDOW BLACK FILM,General,Square Foot,WINDOW BLACK FILM,76041031,NA,NA,NA,100,0,0,Non-Standard
GLASS FROSTED FILM,General,Square Foot,GLASS FROSTED FILM,76041031,NA,NA,NA,100,0,0,Non-Standard
STAPLER PIN,General,Box,STAPLER PIN,76041031,NA,NA,NA,100,0,0,Non-Standard
OUTWARD CHALLAN BOOK,General,Nos,OUTWARD CHALLAN BOOK,76041031,NA,NA,NA,100,0,0,Non-Standard
BOOK,General,Nos,BOOK,76041031,NA,NA,NA,100,0,0,Non-Standard
CELLO TAPE,General,Nos,CELLO TAPE,76041031,NA,NA,NA,100,0,0,Non-Standard
VERNIER CALIPER,General,Nos,VERNIER CALIPER,76041031,NA,NA,NA,100,0,0,Non-Standard
DEPTH GAUGE,General,Nos,DEPTH GAUGE,76041031,NA,NA,NA,100,0,0,Non-Standard
TRAY,General,Nos,TRAY,76041031,NA,NA,NA,100,0,0,Non-Standard
SIREN,General,Nos,SIREN,76041031,NA,NA,NA,100,0,0,Non-Standard
EPOXY FLOORING,General,Square Foot,EPOXY FLOORING,76041031,NA,NA,NA,100,0,0,Non-Standard
YELLOW DEMARCATION,General,R.MTR,YELLOW DEMARCATION,76041031,NA,NA,NA,100,0,0,Non-Standard
PROTECTION GUARD,General,Nos,PROTECTION GUARD,76041031,NA,NA,NA,100,0,0,Non-Standard
ALU SHEET 2.0 X 1200 X 2400 MM,General,Kg,ALU SHEET 2.0 X 1200 X 2400 MM,76041031,6061/T6,Mill,NATURAL,100,0,0,Non-Standard
RIVET GUN,General,Nos,RIVET GUN,76041031,NA,NA,NA,100,0,0,Non-Standard
DPT KIT,General,Nos,DPT KIT,76041031,NA,NA,NA,100,0,0,Non-Standard
LOCTITE,General,Nos,LOCTITE,76041031,NA,NA,NA,100,0,0,Non-Standard
RUBBER MAT,General,Nos,RUBBER MAT,76041031,NA,NA,NA,100,0,0,Non-Standard
INDENTER BALL,General,Nos,INDENTER BALL,76041031,NA,NA,NA,100,0,0,Non-Standard
PP TANK,General,Nos,PP TANK,76041031,NA,NA,NA,100,0,0,Non-Standard
HAMMER,General,Nos,HAMMER,76041031,NA,NA,NA,100,0,0,Non-Standard
